,Lat,Lon,District,Small_district,Rooms,Price,Price_duplicate,Totsp,Livesp,Kitsp,Dist,Stname,Metrdist,Walk,Brick,Tel,Bal,Floor,Nfloors,New,Link
2034,55.679489,37.553603,6,Черёмушки,1,5590000,5590000.0,31.0,,20.0,586.342476604,Профсоюзная,5,1,1,1,0,1,5,0,http://www.cian.ru/sale/flat/150967933/
2035,55.703205,37.935468,4,Некрасовка,2,6250000,6250000.0,62.5,13.8,32.3,405.916160448,Лермонтовский проспект,20,0,0,0,1,16,25,0,http://www.cian.ru/sale/flat/149390338/
2036,55.785431,37.56195,1,,1,6639360,6639360.0,30.4,,12.8,231.517838818,Динамо,7,1,,0,1,2,19,1,http://www.cian.ru/sale/flat/151244831/
2037,55.876294,37.580786,2,Алтуфьевский,2,5950000,5950000.0,40.0,,22.3,955.523771847,Отрадное,15,1,1,1,1,5,9,0,http://www.cian.ru/sale/flat/150148839/
2038,55.670397,37.774751,4,,1,4478064,4478064.0,32.2,11.1,12.0,655.084907829,Люблино,4,0,,0,1,9,17,1,http://www.cian.ru/sale/flat/150842696/
2039,55.579811,37.67131,5,,1,7472350,7472350.0,59.0,19.2,16.4,1326.33860357,Царицыно,20,0,,0,0,2,19,1,http://www.cian.ru/sale/flat/151361278/
2040,55.579811,37.67131,5,Бирюлёво Восточное,1,4648905,4648905.0,30.9,,,1326.33860357,Домодедовская,15,0,1,0,1,39,45,0,http://www.cian.ru/sale/flat/150218021/
2041,55.569494,37.469755,9,поселение Сосенское,1,6000000,6000000.0,44.0,11.0,18.0,1401.14202547,Теплый Стан,10,0,1,1,1,16,17,0,http://www.cian.ru/sale/flat/150900251/
2042,55.52407,37.483786,9,,2,2390000,2390000.0,43.0,,34.0,1726.23943016,Бунинская аллея,30,1,,0,1,3,3,0,http://www.cian.ru/sale/flat/150264140/
2043,55.850472,37.623784,2,,2,7701068,7701068.0,50.9,,,747.818412292,Ботанический сад,14,1,,0,1,13,18,1,http://www.cian.ru/sale/flat/150923343/
2044,55.790241,37.475839,8,,1,8271683,8271683.0,42.0,11.0,19.0,269.349025775,Октябрьское поле,10,1,,0,1,13,24,1,http://www.cian.ru/sale/flat/149262559/
2045,55.788069,37.60134,2,,3,43000000,43000000.0,108.0,15.0,75.0,252.258857021,Менделеевская,9,1,,0,1,10,15,0,http://www.cian.ru/sale/flat/151306868/
2046,55.661379,37.509397,6,,4,60000000,60000000.0,215.0,25.0,120.0,723.029488591,Калужская,15,1,,1,0,22,40,0,http://www.cian.ru/sale/flat/151563558/
2047,55.648844,37.579313,6,Зюзино,2,6700000,6700000.0,45.0,5.2,30.6,817.072810527,Севастопольская,15,1,1,0,1,5,5,0,http://www.cian.ru/sale/flat/150237068/
2048,55.694388,37.470554,7,,1,10500000,10500000.0,45.0,11.5,17.4,473.180386975,,,,,0,1,18,22,0,http://www.cian.ru/sale/flat/151558269/
2049,55.429006,36.868575,10,поселение Киевский,2,4800000,4800000.0,52.0,,32.0,2382.82439863,Саларьево,20,0,0,0,1,8,9,0,http://www.cian.ru/sale/flat/151047395/
2050,55.645719,37.704716,4,,2,7694232,7694232.0,56.2,7.8,37.1,840.444868964,Марьино,20,1,,0,0,6,6,1,http://www.cian.ru/sale/flat/147997852/
2051,55.519412,37.395328,9,,2,4828200,4828200.0,61.9,,,1759.17553036,Теплый Стан,15,0,,0,0,6,7,1,http://www.cian.ru/sale/flat/150488626/
2052,55.861176,37.549417,1,,2,9061795,9061795.0,60.5,,60.5,833.737241411,Петровско-Разумовская,10,0,,0,0,7,8,0,http://www.cian.ru/sale/flat/150351531/
2053,55.618842,37.414769,9,,2,5368440,5368440.0,53.9,10.7,28.4,1040.232797,Саларьево,1,1,,0,1,4,25,1,http://www.cian.ru/sale/flat/151431371/
2054,55.630279,37.617123,5,Чертаново Северное,1,6645600,6645600.0,42.6,10.0,32.0,955.487555138,Южная,14,1,0,0,1,2,17,0,http://www.cian.ru/sale/flat/149266697/
2055,55.865935,37.441053,8,Северное Тушино,3,7600000,7600000.0,60.0,,44.0,872.019642658,Планерная,11,1,0,0,0,1,5,0,http://www.cian.ru/sale/flat/148742633/
2056,55.702526,37.93554,4,,2,5995000,5995000.0,59.7,,,411.103960525,Выхино,11,0,,0,1,8,25,1,http://www.cian.ru/sale/flat/151235296/
2057,55.759352,37.738732,3,,1,7531935,7531935.0,45.8,11.5,16.1,27.4217640012,Шоссе Энтузиастов,10,1,,0,1,17,23,1,http://www.cian.ru/sale/flat/151507196/
2058,55.794679,37.691504,3,Сокольники,3,21300000,21300000.0,72.0,32.0,36.0,304.30542375,Сокольники,10,1,1,1,0,2,6,0,http://www.cian.ru/sale/flat/151226198/
2059,55.633661,37.414421,7,,2,5342025,5342025.0,54.8,9.2,30.1,930.350574401,Саларьево,10,0,,0,1,20,21,1,http://www.cian.ru/sale/flat/150966827/
2060,55.623595,37.309172,9,поселение Внуковское,2,6900000,6900000.0,62.0,12.0,35.0,1005.06344232,Юго-Западная,10,0,0,0,1,13,17,0,http://www.cian.ru/sale/flat/151478493/
2061,55.904735,37.550621,2,Лианозово,1,7000000,7000000.0,42.0,10.0,22.0,1185.98811523,,,,1,1,1,13,19,0,http://www.cian.ru/sale/flat/150278539/
2062,55.78398,37.659084,0,Красносельский,2,14000000,14000000.0,52.0,,30.0,220.116914072,Красносельская,9,1,1,1,1,8,12,0,http://www.cian.ru/sale/flat/146260189/
2063,55.809064,37.451519,8,,3,26000000,26000000.0,80.0,15.0,58.0,417.943453211,Щукинская,11,1,,0,1,21,32,0,http://www.cian.ru/sale/flat/151388901/
2064,55.810086,37.651053,2,Алексеевский,2,9000000,9000000.0,42.0,,25.5,426.036191236,Алексеевская,7,1,1,1,1,2,9,0,http://www.cian.ru/sale/flat/146471414/
2065,55.80652,37.451806,8,Щукино,2,7700000,7700000.0,39.0,,24.0,397.809703512,Щукинская,10,1,1,0,1,7,12,0,http://www.cian.ru/sale/flat/151533695/
2066,55.649916,37.758814,4,Марьино,2,8900000,8900000.0,57.6,10.1,33.7,809.048503993,Марьино,14,1,0,1,1,11,17,0,http://www.cian.ru/sale/flat/150631411/
2067,55.61993,37.434029,9,,1,2450000,2450000.0,26.0,,24.0,1032.18844506,Саларьево,10,1,,0,0,2,3,0,http://www.cian.ru/sale/flat/150630090/
2068,55.636006,37.324623,9,поселение Внуковское,2,7599000,7599000.0,51.7,10.0,29.0,912.900631499,,,,0,0,1,8,17,0,http://www.cian.ru/sale/flat/151076053/
2069,55.649277,37.497643,6,,2,7806568,7806568.0,55.1,8.6,17.1,813.832064225,Юго-Западная,7,0,,0,0,2,7,1,http://www.cian.ru/sale/flat/150967040/
2070,55.692663,37.820574,4,Выхино-Жулебино,2,7200000,7200000.0,53.5,11.2,28.9,486.31463211,Кузьминки,15,1,1,1,1,3,16,0,http://www.cian.ru/sale/flat/147491027/
2071,55.704017,37.940921,4,,2,6461900,6461900.0,72.2,,,399.710500176,Выхино,15,0,,0,1,6,25,1,http://www.cian.ru/sale/flat/151031417/
2072,55.716042,37.891505,3,Косино-Ухтомский,3,12499000,12499000.0,75.0,13.0,36.0,307.595567318,Выхино,10,0,0,1,1,6,10,0,http://www.cian.ru/sale/flat/140179205/
2073,55.679148,37.736123,4,Люблино,2,5000000,5000000.0,43.0,,28.0,588.925017881,Люблино,15,1,1,1,1,5,5,0,http://www.cian.ru/sale/flat/149437843/
2074,55.673697,37.538062,6,Ломоносовский,2,8100000,8100000.0,38.0,,24.0,630.162147859,Новые Черемушки,17,1,1,0,1,9,9,0,http://www.cian.ru/sale/flat/151560320/
2075,55.753656,37.512371,7,,2,10748855,10748855.0,62.1,22.6,24.4,16.9228936492,Фили,10,1,,0,0,2,16,1,http://www.cian.ru/sale/flat/150613578/
2076,55.723237,37.527903,7,Раменки,4,47000000,47000000.0,131.0,,90.0,252.289244692,Парк Победы,23,1,1,0,0,7,53,0,http://www.cian.ru/sale/flat/149877130/
2077,55.86107,37.373322,8,,3,8057395,8057395.0,77.3,,,832.885132782,Пятницкое шоссе,15,1,,0,1,11,25,1,http://www.cian.ru/sale/flat/151118188/
2078,55.775459,37.673519,0,,2,17472210,17472210.0,60.9,,60.9,153.271873414,Бауманская,7,1,,0,0,2,5,0,http://www.cian.ru/sale/flat/149542736/
2079,55.504506,37.588799,6,Южное Бутово,1,4990000,4990000.0,42.4,,19.7,1864.05975089,Бульвар Дмитрия Донского,15,0,0,1,1,10,14,0,http://www.cian.ru/sale/flat/151566736/
2080,55.825694,37.808878,3,Гольяново,1,4600000,4600000.0,32.8,,19.0,549.940261827,Щелковская,15,1,0,1,0,9,9,0,http://www.cian.ru/sale/flat/149153009/
2081,55.21465,37.07419,10,,2,2600000,2600000.0,59.0,11.0,32.0,3728.61040374,,,,,0,1,3,5,0,http://www.cian.ru/sale/flat/150127678/
2082,55.676996,37.693228,5,Нагатинский Затон,1,5700000,5700000.0,39.0,10.0,20.0,605.215301278,Коломенская,27,1,0,1,0,1,12,0,http://www.cian.ru/sale/flat/151198535/
2083,55.452918,37.283255,10,,1,3095503,3095503.0,39.3,11.9,18.1,2220.83660694,Теплый Стан,35,0,,0,0,1,5,1,http://www.cian.ru/sale/flat/150556689/
2084,55.633661,37.414421,7,,1,3872992,3872992.0,38.1,10.6,14.4,930.350574401,Саларьево,10,0,,0,1,6,25,1,http://www.cian.ru/sale/flat/150966299/
2085,55.728738,37.564581,0,,3,19500000,19500000.0,70.0,9.5,43.0,209.90911597,Спортивная,10,1,,1,0,2,8,0,http://www.cian.ru/sale/flat/149512356/
2086,55.680488,37.755239,4,Люблино,1,4800000,4800000.0,31.0,,19.0,578.774684743,Люблино,9,1,1,1,1,5,5,0,http://www.cian.ru/sale/flat/150613073/
2087,55.641397,37.327614,9,поселение Внуковское,1,5800000,5800000.0,39.0,,19.0,872.72085883,Румянцево,5,0,0,0,1,13,17,0,http://www.cian.ru/sale/flat/30151012/
2088,55.742073,37.67661,0,,1,19157265,19157265.0,51.7,11.7,20.4,106.836814977,Римская,5,1,,0,1,13,13,1,http://www.cian.ru/sale/flat/148269149/
2089,55.661196,37.410774,7,,1,5754630,5754630.0,46.9,10.2,24.4,724.405794121,Юго-Западная,10,0,,0,1,3,25,1,http://www.cian.ru/sale/flat/151378709/
2090,55.638536,37.59065,5,Чертаново Северное,1,7800000,7800000.0,40.0,,20.0,894.055236491,Чертановская,12,1,0,1,1,5,24,0,http://www.cian.ru/sale/flat/150225562/
2091,55.624017,37.307231,9,,2,5509397,5509397.0,64.9,12.2,34.1,1001.93750692,Румянцево,17,0,,0,1,10,19,1,http://www.cian.ru/sale/flat/151129496/
2092,55.891517,37.401132,8,Куркино,2,13000000,13000000.0,74.0,10.0,36.0,1078.66328601,,,,1,0,1,8,17,0,http://www.cian.ru/sale/flat/150717717/
2093,55.565412,37.473474,9,поселение Сосенское,1,5500000,5500000.0,40.0,12.0,20.0,1430.64155147,,,,1,1,1,5,12,0,http://www.cian.ru/sale/flat/151443882/
2094,55.785757,37.481724,8,,2,9269700,9269700.0,58.3,9.2,33.4,234.080040075,Октябрьское поле,10,1,,0,1,10,23,1,http://www.cian.ru/sale/flat/147905143/
2095,55.764556,37.788621,3,Перово,2,5700000,5700000.0,37.0,,23.0,68.0096951793,Перово,12,1,0,0,1,5,9,0,http://www.cian.ru/sale/flat/149873277/
2096,55.469219,37.29028,10,,3,10000000,10000000.0,125.0,17.0,68.0,2109.16300917,,,,,0,0,2,6,0,http://www.cian.ru/sale/flat/151144755/
2097,55.702399,37.808617,4,Выхино-Жулебино,2,5200000,5200000.0,40.0,,25.0,412.074142172,Выхино,24,1,1,1,1,10,12,0,http://www.cian.ru/sale/flat/151119687/
2098,55.503859,37.591647,6,Южное Бутово,2,6450000,6450000.0,61.0,12.0,34.0,1868.5944062,,,,0,1,1,10,17,0,http://www.cian.ru/sale/flat/150338028/
2099,55.760844,37.512353,8,,1,10599930,10599930.0,47.0,,47.0,39.0512637055,Международная,10,1,,0,0,22,37,1,http://www.cian.ru/sale/flat/150043414/
2100,55.670397,37.774751,4,,1,4804360,4804360.0,35.8,12.6,14.1,655.084907829,Люблино,4,0,,0,1,11,17,1,http://www.cian.ru/sale/flat/150842783/
2101,55.653719,37.530052,6,,2,5344000,5344000.0,33.4,6.8,25.6,780.55393413,Калужская,7,0,,0,0,15,19,1,http://www.cian.ru/sale/flat/150197723/
2102,55.615965,37.546543,6,Ясенево,3,9700000,9700000.0,56.6,6.1,37.9,1061.48670516,Ясенево,15,1,0,1,1,4,9,0,http://www.cian.ru/sale/flat/151371645/
2103,55.754603,37.50513,7,Филёвский Парк,1,9800000,9800000.0,39.5,,19.0,9.55614513182,Фили,10,1,0,1,1,6,16,0,http://www.cian.ru/sale/flat/150013850/
2104,55.820713,37.493802,1,Войковский,1,5950000,5950000.0,30.0,,17.0,510.335400288,Войковская,2,1,1,1,0,1,5,0,http://www.cian.ru/sale/flat/147595580/
2105,55.772917,37.730625,3,Соколиная Гора,1,7800000,7800000.0,37.3,10.3,19.2,133.366128785,Семеновская,20,0,1,1,1,13,16,0,http://www.cian.ru/sale/flat/148701679/
2106,55.57749,37.657233,5,Бирюлёво Западное,2,5000000,5000000.0,42.0,,29.0,1343.19750255,Пражская,10,0,1,0,0,2,4,0,http://www.cian.ru/sale/flat/150415016/
2107,55.791607,37.787803,3,,3,33950000,33950000.0,114.0,14.0,68.0,280.103273121,Измайловская,10,1,,1,0,21,35,0,http://www.cian.ru/sale/flat/151196017/
2108,55.683701,37.74693,4,Люблино,2,6300000,6300000.0,45.0,,28.0,554.415552121,Волжская,14,1,1,0,1,3,5,0,http://www.cian.ru/sale/flat/149434042/
2109,55.624017,37.307231,9,,2,5179800,5179800.0,58.2,10.9,29.1,1001.93750692,Румянцево,17,0,,0,1,4,19,1,http://www.cian.ru/sale/flat/151129848/
2110,55.853001,37.657206,2,Свиблово,1,5050000,5050000.0,33.0,,17.0,768.094748315,Свиблово,5,1,0,1,0,3,5,0,http://www.cian.ru/sale/flat/151069182/
2111,55.526098,37.202919,10,,2,4700000,4700000.0,71.0,,40.0,1711.87600609,,,,,0,1,2,4,0,http://www.cian.ru/sale/flat/149975984/
2112,55.855558,37.568057,1,Восточное Дегунино,1,5650000,5650000.0,33.0,,16.7,788.610355225,,,,0,1,1,9,12,0,http://www.cian.ru/sale/flat/151058731/
2113,55.646675,37.323715,9,,1,2123000,2123000.0,26.0,,20.0,833.298006604,Киевская,25,0,,0,0,2,3,0,http://www.cian.ru/sale/flat/151483010/
2114,55.868475,37.486643,1,Ховрино,3,12000000,12000000.0,76.4,10.0,47.0,892.472634487,Речной вокзал,26,1,0,1,1,10,14,0,http://www.cian.ru/sale/flat/148825086/
2115,55.889144,37.394673,8,Куркино,2,11500000,11500000.0,67.0,19.0,35.0,1059.43496999,Планерная,5,0,1,0,0,1,7,0,http://www.cian.ru/sale/flat/151353760/
2116,55.730857,37.643866,0,,1,14387994,14387994.0,38.0,,19.5,193.56231169,Павелецкая,8,1,,0,1,2,10,1,http://www.cian.ru/sale/flat/149726250/
2117,55.757364,37.806901,3,Перово,3,11500000,11500000.0,80.0,,45.6,11.9351343934,Новогиреево,9,1,1,1,1,4,5,0,http://www.cian.ru/sale/flat/149977545/
2118,55.729384,37.739991,4,,1,6246006,6246006.0,39.0,,,204.926901411,Рязанский проспект,6,0,,0,1,1,9,1,http://www.cian.ru/sale/flat/151224623/
2119,55.775753,37.671938,0,,2,12646834,12646834.0,50.3,,30.0,155.575170516,Красносельская,6,1,,0,0,2,8,1,http://www.cian.ru/sale/flat/151005316/
2120,55.774659,37.682134,0,Басманный,2,17000000,17000000.0,54.0,,45.0,147.005509157,Бауманская,5,1,1,0,1,4,15,0,http://www.cian.ru/sale/flat/151188802/
2121,55.846674,37.445734,8,Южное Тушино,2,6000000,6000000.0,40.0,7.5,24.0,717.395257928,Сходненская,5,1,0,1,1,2,12,0,http://www.cian.ru/sale/flat/151089752/
2122,55.817188,37.56476,1,Тимирязевский,2,5950000,5950000.0,45.0,,27.0,482.343147971,Тимирязевская,7,1,1,0,0,1,5,0,http://www.cian.ru/sale/flat/151129263/
2123,55.624017,37.307231,9,,2,5180931,5180931.0,60.3,10.7,36.2,1001.93750692,Румянцево,17,0,,0,1,7,19,1,http://www.cian.ru/sale/flat/151129859/
2124,55.576473,37.673742,5,,1,6337175,6337175.0,48.1,,,1350.57905959,Домодедовская,15,0,,0,1,12,24,1,http://www.cian.ru/sale/flat/151502770/
2125,55.516569,37.355069,9,,3,5323500,5323500.0,65.3,7.6,39.6,1779.24058548,Теплый Стан,25,0,,0,1,12,12,1,http://www.cian.ru/sale/flat/151259414/
2126,55.869347,37.669356,2,,2,5873280,5873280.0,35.7,,27.1,899.497599383,Бабушкинская,3,1,,0,1,6,17,1,http://www.cian.ru/sale/flat/40491797/
2127,55.86107,37.373322,8,,2,6889941,6889941.0,60.0,,,832.885132782,Пятницкое шоссе,15,1,,0,1,11,25,1,http://www.cian.ru/sale/flat/151118260/
2128,55.593278,37.20715,9,,1,3500000,3500000.0,40.0,10.0,18.0,1228.17330387,,,,,1,1,14,19,0,http://www.cian.ru/sale/flat/17785210/
2129,55.840912,37.495231,1,,1,9177000,9177000.0,43.7,16.6,18.5,671.303102673,Водный стадион,8,1,,0,0,26,26,1,http://www.cian.ru/sale/flat/137155947/
2130,55.628273,37.342076,9,,1,5717250,5717250.0,42.4,12.7,,970.380718666,Саларьево,10,0,,0,0,2,9,1,http://www.cian.ru/sale/flat/148473159/
2131,55.718188,37.425203,7,,2,10056598,10056598.0,60.6,10.6,32.3,291.11459336,Кунцевская,10,0,,0,1,8,13,1,http://www.cian.ru/sale/flat/151523754/
2132,55.579811,37.67131,5,,1,6385668,6385668.0,43.3,,,1326.33860357,Царицыно,20,0,,0,0,32,45,1,http://www.cian.ru/sale/flat/151362266/
2133,55.705534,37.468479,7,Очаково-Матвеевское,1,8200000,8200000.0,35.0,9.6,19.4,388.111986001,Славянский бульвар,7,0,0,0,1,10,14,0,http://www.cian.ru/sale/flat/150978534/
2134,55.495955,37.323185,10,,1,5500000,5500000.0,42.0,15.0,22.0,1923.87031341,Теплый Стан,30,0,,0,0,3,3,0,http://www.cian.ru/sale/flat/148088979/
2135,55.794123,37.575522,1,Савёловский,2,7700000,7700000.0,38.6,6.6,21.8,299.923355331,Савеловская,10,1,1,1,1,11,12,0,http://www.cian.ru/sale/flat/148530799/
2136,55.556813,37.554852,6,,1,6758257,6758257.0,66.5,10.7,26.3,1492.60257033,Улица Скобелевская,15,1,,0,1,4,31,1,http://www.cian.ru/sale/flat/151511704/
2137,55.722543,37.428881,7,Можайский,3,11025000,11025000.0,63.2,9.4,43.4,257.630030907,Кунцевская,15,1,0,1,1,2,12,0,http://www.cian.ru/sale/flat/150797592/
2138,55.714805,37.406594,7,Можайский,1,4800000,4800000.0,30.5,,18.0,317.089798683,Молодежная,10,0,1,0,1,5,5,0,http://www.cian.ru/sale/flat/150973875/
2139,55.801961,37.819855,3,Восточное Измайлово,3,10900000,10900000.0,76.0,10.5,49.0,361.768206361,Первомайская,20,1,1,1,0,1,22,0,http://www.cian.ru/sale/flat/151227427/
2140,55.723247,37.563521,0,Хамовники,1,10500000,10500000.0,35.5,10.0,19.0,252.212278527,Спортивная,2,1,0,1,0,2,5,0,http://www.cian.ru/sale/flat/151413419/
2141,55.611124,37.709344,5,Орехово-Борисово Северное,2,6900000,6900000.0,45.0,,28.0,1097.19125173,Домодедовская,7,1,0,1,0,8,9,0,http://www.cian.ru/sale/flat/148220620/
2142,55.700966,37.93937,4,,1,4457600,4457600.0,39.8,,,423.018020783,Выхино,15,0,,0,1,5,25,1,http://www.cian.ru/sale/flat/151233088/
2143,55.784066,37.697469,3,Сокольники,3,36000000,36000000.0,115.0,14.2,64.0,220.792493721,Сокольники,10,1,1,0,1,16,24,0,http://www.cian.ru/sale/flat/49396286/
2144,55.745531,37.705245,4,,2,11455290,11455290.0,77.1,17.6,39.2,80.0308888417,,,,,0,0,3,,1,http://www.cian.ru/sale/flat/151180045/
